microRNA ID	P-value (CE CL1-5 vs. CE CL1-0)	FDR step up (CE CL1-5 vs. CE CL1-0)	Ratio (CE CL1-5 vs. CE CL1-0)	Log2(Ratio) (CE CL1-5 vs. CE CL1-0)	Fold change (CE CL1-5 vs. CE CL1-0)	LSMean(CE CL1-5) (CE CL1-5 vs. CE CL1-0)	LSMean(CE CL1-0) (CE CL1-5 vs. CE CL1-0)
hsa-miR-190b-5p	0.784718306118498E0	1.0E0	0.3881951206473921E0	-1.365146110432E0	-2.57602413531706E0	32.3512411971308E0	83.33757814458953E0
hsa-miR-106b-3p	0.7864372683471701E0	1.0E0	0.9146054319027795E0	-0.12877860745478453E0	-1.0933676590128734E0	378.0560608406249E0	413.35427022317344E0
hsa-miR-1296-3p	0.7885433526542562E0	1.0E0	0.3736295814704593E0	-1.420319412454217E0	-2.6764476090581284E0	1.367304463861929E0	3.659518763766176E0
hsa-miR-326	0.791341408238499E0	1.0E0	0.4033607632296145E0	-1.3098573417425468E0	-2.479170239547436E0	1.7161996871373972E0	4.254751190124011E0
hsa-miR-151a-5p	0.7938687190443274E0	1.0E0	1.1358179049109396E0	0.1837315595436792E0	1.1358179049109396E0	126.5882103624341E0	111.45114882621743E0
hsa-miR-30d-5p	0.7943638029315101E0	1.0E0	1.1989937244095978E0	0.26182410763716935E0	1.1989937244095978E0	528.9038311153831E0	441.1231020909752E0
hsa-miR-224-5p	0.7975072543524567E0	1.0E0	1.1279341099547557E0	0.17368279289807056E0	1.1279341099547557E0	951.7497539836799E0	843.7990708539771E0
hsa-miR-301b-5p	0.7985284476707725E0	1.0E0	0.380062936014267E0	-1.3956897553903025E0	-2.6311431745674394E0	14.166005797449955E0	37.27278947093252E0
hsa-miR-320b	0.8001594500735331E0	1.0E0	0.4079555954758515E0	-1.2935159663992357E0	-2.4512471727065552E0	5.090322632172104E0	12.477638962165315E0
hsa-miR-676-3p	0.801767920902941E0	1.0E0	0.3417851904772565E0	-1.5488382083703804E0	-2.9258143063590207E0	14.591453879205606E0	42.69188451809754E0
hsa-miR-3136-5p	0.8021937389699372E0	1.0E0	0.47346481813916136E0	-1.0786708678883363E0	-2.112089350018144E0	6.834798748549673E0	14.435705648151796E0
hsa-miR-3180-3p	0.8034577546519182E0	1.0E0	2.139762115938855E0	1.0974504166116568E0	2.139762115938855E0	12.187463745517192E0	5.695709655371729E0
hsa-miR-199b-5p	0.8068851200492507E0	1.0E0	0.4622473322666439E0	-1.11326310135154E0	-2.1633440156300514E0	335.9149018709756E0	726.6994928182287E0
hsa-miR-105-3p	0.8072337058744965E0	1.0E0	0.8802893678125285E0	-0.1839502519493192E0	-1.1359900920818184E0	6.213561160478818E0	7.058543915000328E0
hsa-miR-642a-5p	0.8076213938348168E0	1.0E0	0.47535822738478584E0	-1.0729129644144801E0	-2.1036766429847336E0	35.266046991284696E0	74.18835935528489E0
hsa-miR-491-5p	0.8139901978142212E0	1.0E0	1.4835879237520408E0	0.5690904296171144E0	1.4835879237520408E0	8.426169147966903E0	5.67958865969706E0
hsa-miR-32-3p	0.8142139130051359E0	1.0E0	0.9169664926560804E0	-0.12505907836487323E0	-1.0905523898734895E0	126.97097465483482E0	138.46849985642336E0
hsa-miR-4676-3p	0.8143667980608104E0	1.0E0	2.183046806820218E0	1.126343063559793E0	2.183046806820218E0	5.013769773692051E0	2.2966845041375805E0
hsa-miR-3667-3p	0.8216269257714858E0	1.0E0	1.8183979514076185E0	0.8626679639407838E0	1.8183979514076185E0	6.796522319309606E0	3.7376429693852913E0
hsa-miR-4521	0.8275942641455615E0	1.0E0	0.49823499983861597E0	-1.0051017238103874E0	-2.00708501073572E0	7.145417542585143E0	14.341460446857994E0
hsa-miR-548a-3p	0.8307066333313253E0	1.0E0	1.7977386509861184E0	0.8461833020916106E0	1.7977386509861184E0	79.81862100305793E0	44.39945759155194E0
hsa-miR-454-3p	0.8311689018435567E0	1.0E0	0.4611089378652926E0	-1.1168204645117095E0	-2.1686849199443143E0	424.3442962485453E0	920.2690762589082E0
hsa-miR-33b-5p	0.8316317529206503E0	1.0E0	0.5598615658837899E0	-0.8368579514716986E0	-1.7861558301852951E0	8.502722006447023E0	15.187186485747862E0
hsa-miR-16-5p	0.8365070507460343E0	1.0E0	1.0476318494368535E0	0.0671318253644726E0	1.0476318494368535E0	88362.32764845077E0	84344.82752243063E0
hsa-miR-548e-5p	0.8409910351832391E0	1.0E0	0.5245170326989497E0	-0.9309384725303436E0	-1.906515780535114E0	21.841700709510988E0	41.64154708094539E0
hsa-miR-222-5p	0.8414869606662353E0	1.0E0	1.9833259384863224E0	0.9879217886091731E0	1.9833259384863224E0	52.51942600885923E0	26.480481590871932E0
hsa-miR-197-3p	0.8414966828348155E0	1.0E0	2.0235738575364035E0	1.016905506263055E0	2.0235738575364035E0	162.2358363663493E0	80.17292561021304E0
hsa-miR-148a-3p	0.8419426633899135E0	1.0E0	0.8785635044929165E0	-0.18678152372967663E0	-1.1382216480494183E0	9693.01460058271E0	11032.799053483543E0
hsa-miR-378a-5p	0.8437830233850646E0	1.0E0	0.49733492273167446E0	-1.0077103545111676E0	-2.0107174346562564E0	483.0498585094475E0	971.2767724277526E0
hsa-miR-301b-3p	0.8465024282203443E0	1.0E0	0.5224261296382603E0	-0.9367010384379448E0	-1.914146217556964E0	73.69161270105924E0	141.05652173287137E0
hsa-miR-29c-5p	0.8466041599311208E0	1.0E0	0.5894858499456966E0	-0.7624709118064665E0	-1.696393560748099E0	58.18270979986221E0	98.70077426017065E0
hsa-miR-149-5p	0.8477932809577048E0	1.0E0	1.9331997642794716E0	0.9509907239663895E0	1.9331997642794716E0	544.3067194490893E0	281.55741038555766E0
hsa-miR-193a-3p	0.8491194189664242E0	1.0E0	1.823192159052308E0	0.8664666251740114E0	1.823192159052308E0	13.46821535089899E0	7.3871617331514585E0
hsa-miR-625-3p	0.8508165739935245E0	1.0E0	1.8958665986067214E0	0.9228574535297137E0	1.8958665986067214E0	597.5403800651898E0	315.18060418374125E0
hsa-miR-92a-1-5p	0.8530329083701593E0	1.0E0	1.8097813804759728E0	0.8558154319203883E0	1.8097813804759728E0	11.838568522241758E0	6.541435694261736E0
hsa-miR-502-3p	0.8567176156396152E0	1.0E0	0.5435860271322439E0	-0.8794197227520811E0	-1.8396352188734966E0	25.956297890451623E0	47.75011975576203E0
hsa-miR-1306-5p	0.8567294821946521E0	1.0E0	0.8937117480115937E0	-0.16211850595230187E0	-1.1189290084021895E0	5.090322632172189E0	5.695709655371736E0
hsa-miR-17-3p	0.856765180947374E0	1.0E0	1.862177484062126E0	0.8969905826569453E0	1.862177484062126E0	117.7083167034715E0	63.210041845391345E0
hsa-miR-374b-3p	0.8572100643143186E0	1.0E0	0.911428516742353E0	-0.1337985846299624E0	-1.0971787492169118E0	419.65555262900347E0	460.4371543426331E0
hsa-miR-324-3p	0.8583552781770153E0	1.0E0	0.5115037515038741E0	-0.967183273770742E0	-1.9550198743604448E0	124.22690401810041E0	242.8660663131492E0
hsa-let-7f-2-3p	0.860346379343455E0	1.0E0	1.7322129967846769E0	0.7926163379813284E0	1.7322129967846769E0	163.1883397372361E0	94.20801023026894E0
hsa-miR-542-5p	0.8609064125626025E0	1.0E0	1.583551950456709E0	0.6631641976072516E0	1.583551950456709E0	45.50324511410919E0	28.734924103660415E0
hsa-miR-497-5p	0.8660048315645502E0	1.0E0	1.6500635767419152E0	0.7225216124003265E0	1.6500635767419152E0	91.53236023757944E0	55.47202030273932E0
hsa-miR-20a-3p	0.8686274377711152E0	1.0E0	1.6214394802387122E0	0.6972751766220235E0	1.6214394802387122E0	49.26013235154468E0	30.38049396717041E0
hsa-miR-18a-5p	0.8692552165769316E0	1.0E0	1.6603860459810533E0	0.7315187125790154E0	1.6603860459810533E0	1702.361397224631E0	1025.280476910421E0
hsa-miR-10523-5p	0.8721076196975095E0	1.0E0	0.9546524765401687E0	-0.06695245243876058E0	-1.0475016035407763E0	6.409350666794031E0	6.713805101174508E0
hsa-miR-1248	0.8769993477965365E0	1.0E0	0.5802114301271246E0	-0.7853493780738054E0	-1.7235096519572175E0	1.6779232578973442E0	2.8919169304954213E0
hsa-miR-15b-3p	0.8778647911300077E0	1.0E0	1.8055734140652258E0	0.8524570810201921E0	1.8055734140652258E0	3103.879744407073E0	1719.054855326547E0
hsa-miR-664a-5p	0.8795928027928994E0	1.0E0	0.5998564620091629E0	-0.7373107713688208E0	-1.6670654787156813E0	4.741427408896691E0	7.904269953890193E0
hsa-miR-3182	0.8804518821291288E0	1.0E0	0.8865486779377864E0	-0.17372824719102048E0	-1.1279696477875467E0	55.66389037845329E0	62.787178825945375E0
hsa-miR-769-5p	0.8808186931310846E0	1.0E0	0.5680464586680408E0	-0.8159191670077435E0	-1.7604193895421982E0	740.0383295184374E0	1302.7778244130996E0
hsa-miR-191-3p	0.8823650430852256E0	1.0E0	0.6034291508365621E0	-0.7287437020959833E0	-1.6571953784692919E0	240.3382576822696E0	398.28744993439386E0
hsa-miR-362-3p	0.8871468393060714E0	1.0E0	0.5300298812298797E0	-0.9158543988210371E0	-1.886686082074473E0	51.11943775564246E0	96.44633174738246E0
hsa-miR-548l	0.8874743080019782E0	1.0E0	0.8773763732783444E0	-0.18873223810066675E0	-1.1397617151046233E0	3.733018168310263E0	4.25475119012402E0
hsa-miR-16-1-3p	0.8880600399683082E0	1.0E0	0.6131034188038749E0	-0.705797645423125E0	-1.631046197639764E0	85.67328694026125E0	139.73708891475817E0
hsa-miR-190a-5p	0.8888195997576163E0	1.0E0	0.6393996163884403E0	-0.6452102163220426E0	-1.5639671566404132E0	51.39178012043776E0	80.37505623572065E0
hsa-miR-497-3p	0.8888547094483527E0	1.0E0	1.7855737821342894E0	0.8363877491129972E0	1.7855737821342894E0	3.3458465157947E0	1.8738214846926435E0
hsa-miR-505-3p	0.8893582742087645E0	1.0E0	0.6939364018001629E0	-0.5271246467983616E0	-1.441054248495781E0	13.31070227382386E0	19.18144406333986E0
hsa-miR-28-5p	0.8893834859225574E0	1.0E0	0.5598469709019415E0	-0.8368955614518747E0	-1.7862023945381895E0	17.578405171724793E0	31.398589412973188E0
hsa-miR-301a-5p	0.8894089877107519E0	1.0E0	0.612821859190679E0	-0.7064603361631007E0	-1.6317955781157127E0	239.6655215846141E0	391.0851383809096E0
hsa-miR-106b-5p	0.8935267313895585E0	1.0E0	0.6645239023624949E0	-0.5896070019327108E0	-1.504836765757907E0	155.16374960189972E0	233.49611512990748E0
hsa-miR-340-3p	0.8956984120186242E0	1.0E0	0.6537315518371816E0	-0.6132297654949633E0	-1.5296798772977995E0	6.098731872758606E0	9.329107423463217E0
hsa-miR-500a-3p	0.8969360777695992E0	1.0E0	0.6407267538070002E0	-0.642218862807472E0	-1.5607277112408828E0	89.1622391730163E0	139.15797748407505E0
hsa-miR-140-5p	0.8993137682587535E0	1.0E0	0.6235029733892E0	-0.6815316548266029E0	-1.6038415896627727E0	603.8573807015941E0	968.4915814713054E0
hsa-miR-339-3p	0.9001254071876601E0	1.0E0	1.5455674937261061E0	0.6281366569381712E0	1.5455674937261061E0	161.84425735371877E0	104.71510173369359E0
hsa-miR-29a-5p	0.9003737100652399E0	1.0E0	1.474365939124538E0	0.5600946472534531E0	1.474365939124538E0	51.511016768272825E0	34.93774197977088E0
hsa-miR-15a-5p	0.9004452628713224E0	1.0E0	0.6334512371085781E0	-0.6586945294902197E0	-1.5786534802024434E0	1691.0332019060966E0	2669.555449532771E0
hsa-miR-26a-2-3p	0.9006140490891417E0	1.0E0	0.6478945734428572E0	-0.6261690205820233E0	-1.5434609903986143E0	180.11045297199462E0	277.99345814567357E0
hsa-miR-641	0.9013090380255048E0	1.0E0	0.6957881549798378E0	-0.5232799760004199E0	-1.4372190627892731E0	6.796522319309602E0	9.76809143858284E0
hsa-miR-219b-5p	0.9021096523744881E0	1.0E0	1.3557573047145268E0	0.43909894350232526E0	1.3557573047145268E0	6.4476270960341004E0	4.755738415188063E0
hsa-miR-3150a-5p	0.9021379103313051E0	1.0E0	1.35858693655474E0	0.44210688718180646E0	1.35858693655474E0	3.694741739070197E0	2.71954752358251E0
hsa-miR-7-1-3p	0.9052500679675235E0	1.0E0	0.9374088304601239E0	-0.0932497097130269E0	-1.0667704074316788E0	281.20608995497275E0	299.98233515681E0
hsa-miR-3115	0.9059643581734195E0	1.0E0	0.9278998889471399E0	-0.10795893340356157E0	-1.0777024675955829E0	7.494312765860597E0	8.076639360803108E0
hsa-miR-345-5p	0.9069496552291259E0	1.0E0	0.9289459573627904E0	-0.106333426495335E0	-1.0764888872964438E0	59.344224757408824E0	63.883398477368246E0
hsa-miR-141-5p	0.9081518620886171E0	1.0E0	0.7037607899636019E0	-0.5068429583230613E0	-1.4209373614743717E0	12.187463745517217E0	17.317622578647217E0
hsa-miR-330-5p	0.9091390134017452E0	1.0E0	0.5883097510618546E0	-0.765352146190121E0	-1.6997848466646621E0	17.57840517172479E0	29.879506742106358E0
hsa-miR-320a-3p	0.9139616434704663E0	1.0E0	0.9805096941203452E0	-0.028396200736933806E0	-1.0198777288960312E0	418.5499435411566E0	426.8697658497358E0
hsa-miR-532-3p	0.9160213482939549E0	1.0E0	0.7125866157720522E0	-0.4888627087226688E0	-1.4033381737272033E0	167.40152657723115E0	234.92095259948042E0
hsa-miR-548k	0.9176055057226463E0	1.0E0	0.9567086206663142E0	-0.0638484967469248E0	-1.0452503284683845E0	17.616681600964874E0	18.4138422300691E0
hsa-miR-744-5p	0.9185927810649237E0	1.0E0	1.0133057597240445E0	0.019069565529332307E0	1.0133057597240445E0	346.99116388876155E0	342.43480860355885E0
hsa-miR-5187-5p	0.9191538678759658E0	1.0E0	0.8991635145052038E0	-0.15334459859712998E0	-1.1121447699646543E0	2.0650949104129173E0	2.296684504137577E0
hsa-miR-548b-3p	0.9194647862041481E0	1.0E0	0.7129567672696222E0	-0.4881134986343951E0	-1.402609591363659E0	129.14089885296795E0	181.1342633788462E0
hsa-miR-769-3p	0.921367265928115E0	1.0E0	0.6932851463479793E0	-0.5284792438077548E0	-1.4424079403225405E0	56.863681765240415E0	82.0206260992307E0
hsa-miR-374a-3p	0.9214287290206217E0	1.0E0	0.7393756021516699E0	-0.4356206564954614E0	-1.3524925587074859E0	3100.3188846006856E0	4193.158221256534E0
hsa-miR-1304-3p	0.926355606042571E0	1.0E0	0.7376996737272812E0	-0.4388944973129178E0	-1.35556519219729E0	168.55422681454826E0	228.48624287926708E0
hsa-miR-3173-5p	0.9277365097682648E0	1.0E0	0.7860599546321935E0	-0.34728874048004005E0	-1.2721675924426292E0	3.0735041509993337E0	3.910012376298198E0
hsa-miR-429	0.9288460078655336E0	1.0E0	0.7752910279787133E0	-0.36719012539390106E0	-1.2898382206319772E0	2.3757137044483194E0	3.06428633740833E0
hsa-miR-150-5p	0.9313423941313697E0	1.0E0	1.3457914031507687E0	0.42845481042251554E0	1.3457914031507687E0	12.808701333588004E0	9.517597826050803E0
hsa-miR-15a-3p	0.9324927738642488E0	1.0E0	0.7799320346968305E0	-0.3585796856278822E0	-1.2821630033297873E0	24.866928431270214E0	31.88345564236254E0
hsa-miR-659-5p	0.9333895916713704E0	1.0E0	0.8208887105174916E0	-0.28474144860599276E0	-1.2181919268564383E0	2.0268184811728496E0	2.469053911050487E0
hsa-miR-598-3p	0.937074555174507E0	1.0E0	1.3540741013239632E0	0.43730669215320656E0	1.3540741013239632E0	599.8958892376137E0	443.0303250171834E0
hsa-miR-3613-5p	0.9400340025735642E0	1.0E0	0.7908470881357025E0	-0.3385293211932998E0	-1.2644669431069697E0	154.27457700914832E0	195.07510279760865E0
hsa-miR-139-5p	0.9401609719389047E0	1.0E0	0.7997809305164941E0	-0.32232321206048364E0	-1.250342389826931E0	44.49042851340795E0	55.62826871397755E0
hsa-miR-760	0.9415410189153869E0	1.0E0	2.1958969423417822E0	1.1348103474845876E0	2.1958969423417822E0	1.3290280346218282E0	0.6052324263578441E0
hsa-miR-362-5p	0.9457451497345093E0	1.0E0	0.8041320353545186E0	-0.31449568911532516E0	-1.2435768705062582E0	112.94742758556447E0	140.4588085337592E0
hsa-miR-4488	0.946394290667633E0	1.0E0	1.2994792677307385E0	0.3779336168184646E0	1.2994792677307385E0	3.6564653098300823E0	2.8137927248762935E0
hsa-miR-7706	0.9475550966632109E0	1.0E0	1.285964029026601E0	0.36285028817850634E0	1.285964029026601E0	9.821750041068857E0	7.637655345683488E0
hsa-miR-4775	0.9478571717613156E0	1.0E0	1.3270205756199143E0	0.40819074004848505E0	1.3270205756199143E0	4.856256696616901E0	3.659518763766176E0
hsa-miR-590-3p	0.9486690244894599E0	1.0E0	0.8194201019905853E0	-0.287324809481401E0	-1.220375235572985E0	1413.770769442622E0	1725.3308358627673E0
hsa-miR-3064-5p	0.9510696526923839E0	1.0E0	1.0154992835503631E0	0.022189221791916413E0	1.0154992835503631E0	3.111780580239408E0	3.06428633740833E0
hsa-miR-590-5p	0.9515901985422494E0	1.0E0	0.8359917964069635E0	-0.25843930968773643E0	-1.1961839868500297E0	420.59924127966065E0	503.11407731522195E0
hsa-miR-12136	0.9547771125482265E0	1.0E0	1.2219676417763305E0	0.2892060824832317E0	1.2219676417763305E0	38.980250439365264E0	31.899576638037228E0
hsa-miR-767-5p	0.9591106030482157E0	1.0E0	1.2184129745717063E0	0.2850032099143649E0	1.2184129745717063E0	402.4699117496791E0	330.3230679053854E0
hsa-miR-624-5p	0.9596157216703448E0	1.0E0	0.847067190387741E0	-0.23945168448623094E0	-1.1805438946847353E0	62.13979390372777E0	73.3587543120697E0
hsa-miR-195-5p	0.9606656181429108E0	1.0E0	1.1845745107918855E0	0.24436894823544003E0	1.1845745107918855E0	75.71283854234696E0	63.91564046871764E0
hsa-miR-129-5p	0.9620371434769054E0	1.0E0	1.264475934277962E0	0.3385395796439103E0	1.264475934277962E0	10.944988569375521E0	8.655750791486263E0
hsa-miR-130a-5p	0.9674218300156153E0	1.0E0	0.8769130388213435E0	-0.18949431342794248E0	-1.1403639308911375E0	93.43434943103193E0	106.54916199979107E0
hsa-miR-193b-3p	0.9690927801368447E0	1.0E0	1.1436710119022662E0	0.19367210652498731E0	1.1436710119022662E0	31.0366205226238E0	27.137717227174477E0
hsa-miR-25-3p	0.9692651179056964E0	1.0E0	0.9913278140570507E0	-0.012565885598499459E0	-1.008748050664954E0	27273.169284009033E0	27511.75635073988E0
hsa-miR-454-5p	0.9711758877682395E0	1.0E0	0.9141776128493218E0	-0.12945360544303883E0	-1.0938793358581445E0	70.31308239590965E0	76.91402787454211E0
hsa-miR-1275	0.9721747084430002E0	1.0E0	1.0760269589306E0	0.10571422383158019E0	1.0760269589306E0	3.111780580239409E0	2.8919169304954204E0
hsa-miR-542-3p	0.9726192315479644E0	1.0E0	1.1719045006446638E0	0.2288550082755611E0	1.1719045006446638E0	637.7591407773388E0	544.2074336342453E0
hsa-miR-147b-5p	0.9742317751577407E0	1.0E0	1.1293578413989658E0	0.17550268204910352E0	1.1293578413989658E0	3.46067580351491E0	3.0642863374083316E0
hsa-miR-9903	0.9743949460670083E0	1.0E0	1.015512630555304E0	0.022208183431388234E0	1.015512630555304E0	25.602995307061242E0	25.211892532537405E0
hsa-miR-576-5p	0.9756669527613745E0	1.0E0	0.9079358625276995E0	-0.1393377071524269E0	-1.1013993843309517E0	85.40535193558071E0	94.06540204195107E0
hsa-miR-9-3p	0.9757246517256062E0	1.0E0	1.1093869628239037E0	0.14976267656488973E0	1.1093869628239037E0	610.5422958135282E0	550.3420503957539E0
hsa-miR-186-3p	0.9767593857308783E0	1.0E0	1.0877391021489917E0	0.12133256286385727E0	1.0877391021489917E0	24.169137984719207E0	22.219609405073506E0
hsa-miR-32-5p	0.9815049214971137E0	1.0E0	0.926712390214554E0	-0.10980643413019582E0	-1.0790834465572197E0	658.111282826831E0	710.1569913000978E0
hsa-miR-374a-5p	0.9845213519403158E0	1.0E0	1.0062968616478336E0	0.009055968810097948E0	1.0062968616478336E0	6063.85039922062E0	6025.9061021858915E0
hsa-miR-589-5p	0.9846865205123344E0	1.0E0	1.03289187583543E0	0.04668923933332465E0	1.03289187583543E0	123.69103400873945E0	119.75216080387787E0
hsa-miR-139-3p	0.9863924107837324E0	1.0E0	0.9334390737773899E0	-0.099372235079418E0	-1.0713071994653653E0	5.477494284687765E0	5.86807906228465E0
hsa-miR-582-3p	0.987021968964183E0	1.0E0	0.8985320075807744E0	-0.15435819843586165E0	-1.1129264083673769E0	133.02143009835328E0	148.0430624379273E0
hsa-miR-1260b	0.9876545879858627E0	1.0E0	0.9542893101561548E0	-0.06750138310936228E0	-1.0479002429948265E0	32.62358356192635E0	34.18626114217477E0
hsa-miR-652-3p	0.988494311381782E0	1.0E0	1.1786030639141636E0	0.23707792175865156E0	1.1786030639141636E0	10.017539547384054E0	8.499502380248032E0
hsa-miR-6514-5p	0.9885623987299197E0	1.0E0	0.8417975660783369E0	-0.2484547565219954E0	-1.1879340595609906E0	2.724608927723852E0	3.2366557443212436E0
hsa-miR-130b-5p	0.9886421980017881E0	1.0E0	0.951891714802672E0	-0.07113062997034332E0	-1.0505396616539528E0	18.973986064826818E0	19.932924900935944E0
hsa-miR-374b-5p	0.9926921478933959E0	1.0E0	0.9690311555980897E0	-0.045385044000067064E0	-1.031958564204054E0	713.6503439175643E0	736.4575842568115E0
hsa-miR-6084	0.999999999999995E0	1.0E0	1.0000000000654836E0	9.447289170621329E-11	1.0000000000654836E0	0.010000000000654834E0	0.009999999999999998E0
hsa-miR-4497	0.9999999999999973E0	1.0E0	0.9999999990905053E0	-1.312123496559275E-9	-1.0000000009094947E0	0.009999999991123332E0	0.010000000000218279E0
hsa-miR-1228-5p	0.9999999999999998E0	1.0E0	0.999999999992184E0	-1.1276061293472577E-11	-1.000000000007816E0	0.00999999999991985E0	0.00999999999999801E0
hsa-miR-6834-5p	0.9999999999999998E0	1.0E0	1.0000000000490274E0	7.073165720249949E-11	1.0000000000490274E0	0.010000000000488285E0	0.00999999999999801E0
hsa-miR-10401-3p	0.9999999999999998E0	1.0E0	1.00000000002629E0	3.7928569804670055E-11	1.00000000002629E0	0.010000000000260911E0	0.00999999999999801E0
hsa-miR-6126	1.0E0	1.0E0	1.0000000003637979E0	5.248493982895666E-10	1.0000000003637979E0	0.010000000003856258E0	0.010000000000218279E0
hsa-miR-6821-5p	1.0E0	1.0E0	0.9999999999971578E0	-4.100385924888922E-12	-1.0000000000028422E0	0.009999999999990905E0	0.010000000000019327E0
hsa-miR-1226-5p	1.0E0	1.0E0	1.0000000000085265E0	1.230115777459684E-11	1.0000000000085265E0	0.010000000000104592E0	0.010000000000019327E0
